site,Count_Date,dayOfYear,Start_Time,surveyYear,Interval_1,Interval_2,Interval_3,Interval_4,Interval_5,Interval_6,Interval_7,Interval_8,Interval_9,Interval_10,Interval_11,Interval_12,Interval_13,Interval_14,Interval_15,Interval_16,Interval_17,Interval_18,Interval_19,Interval_20,Interval_21,Interval_22,Interval_23,Interval_24,sunrise,mas
3901,2023-05-26,146,7H 26M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-26T12:36:56Z,110.00000000000003
3902,2022-06-23,174,7H 32M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23T12:30:08Z,122
3904,2023-05-30,150,6H 8M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-30T12:34:12Z,34.00000000000004
3906,2022-06-14,165,7H 23M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-14T12:29:06Z,114.00000000000003
3908,2023-05-30,150,7H 51M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-30T12:34:12Z,137
3912,2023-05-31,151,6H 40M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-31T12:33:37Z,67.00000000000003
3914,2023-05-14,134,6H 34M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-14T12:48:14Z,46
3924,2022-06-13,164,6H 57M 0S,2022,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-13T12:29:11Z,88
3925,2023-05-23,143,9H 6M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-23T12:39:20Z,206.99999999999994
3930,2022-06-13,164,7H 22M 0S,2022,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-13T12:29:11Z,112.99999999999997
3935,2023-06-01,152,8H 59M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-01T12:33:03Z,205.99999999999997
3936,2023-06-01,152,8H 45M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-01T12:33:03Z,192
3950,2022-06-19,170,7H 1M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-19T12:29:19Z,92
3968,2022-06-19,170,6H 26M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-19T12:29:19Z,57.000000000000014
3969,2022-06-09,160,5H 58M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-09T12:29:50Z,29.000000000000004
3969,2023-06-08,159,8H 13M 0S,2023,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-08T12:30:09Z,163
3990,2022-06-20,171,5H 54M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-20T12:29:28Z,25.000000000000018
3998,2022-06-23,174,6H 51M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23T12:30:08Z,80.99999999999997
3998,2023-05-26,146,7H 52M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-26T12:36:56Z,136.00000000000006
4018,2022-06-07,158,9H 21M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07T12:30:23Z,230.99999999999997
4029,2022-06-30,181,6H 54M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-30T12:32:54Z,82.00000000000003
4039,2023-05-30,150,7H 0M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-30T12:34:12Z,86.00000000000001
4048,2023-05-08,128,8H 41M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-08T12:55:28Z,166
4051,2022-06-23,174,9H 12M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23T12:30:08Z,221.99999999999994
4054,2023-05-10,130,8H 23M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-10T12:52:57Z,150.99999999999994
4070,2022-06-10,161,6H 43M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-10T12:29:36Z,74
4072,2022-06-23,174,8H 25M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23T12:30:08Z,174.99999999999997
4078,2023-05-03,123,8H 47M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-03T13:02:11Z,165
4167,2023-05-14,134,7H 17M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-14T12:48:14Z,89
4170,2023-05-03,123,7H 11M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-03T13:02:11Z,69.00000000000003
4174,2022-06-09,160,8H 28M 0S,2022,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-09T12:29:50Z,179
4174,2023-06-02,153,7H 37M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-02T12:32:32Z,125.00000000000003
4179,2023-05-20,140,7H 48M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-20T12:42:02Z,125.99999999999997
4180,2023-05-10,130,9H 46M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-10T12:52:57Z,234.00000000000003
4187,2023-05-28,148,6H 13M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-28T12:35:30Z,38.00000000000003
4190,2023-06-07,158,8H 59M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-07T12:30:28Z,208.99999999999994
4202,2023-05-04,124,8H 8M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-04T13:00:48Z,127.99999999999997
4245,2022-06-13,164,6H 25M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-13T12:29:11Z,56.000000000000014
4261,2023-05-09,129,8H 47M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-09T12:54:12Z,172.99999999999997
4262,2023-05-24,144,5H 51M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-24T12:38:30Z,13.000000000000007
4283,2023-05-03,123,7H 32M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-03T13:02:11Z,90
4295,2023-05-17,137,7H 36M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-17T12:45:00Z,110.99999999999997
4296,2022-06-23,174,8H 57M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23T12:30:08Z,206.99999999999994
4306,2022-06-20,171,8H 24M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-20T12:29:28Z,175.00000000000003
4315,2023-05-26,146,8H 18M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-26T12:36:56Z,162.00000000000006
4321,2023-05-30,150,8H 30M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-30T12:34:12Z,176
4335,2023-06-01,152,5H 58M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-01T12:33:03Z,25.000000000000018
4336,2023-06-01,152,6H 13M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-01T12:33:03Z,40.000000000000014
4378,2022-06-23,174,9H 17M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23T12:30:08Z,227
4383,2023-05-10,130,8H 42M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-10T12:52:57Z,169.99999999999994
4386,2022-06-24,175,6H 42M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-24T12:30:26Z,72.00000000000001
4394,2023-06-13,164,8H 6M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-13T12:29:12Z,156.99999999999997
4406,2022-06-14,165,8H 44M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-14T12:29:06Z,194.99999999999994
4407,2022-06-23,174,6H 49M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23T12:30:08Z,78.99999999999999
4408,2023-06-08,159,7H 9M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-08T12:30:09Z,99.00000000000003
4416,2022-06-13,164,7H 29M 0S,2022,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-13T12:29:11Z,120
4416,2023-05-20,140,9H 0M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-20T12:42:02Z,198
4422,2023-05-09,129,8H 8M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-09T12:54:12Z,133.99999999999994
4449,2022-06-22,173,5H 41M 0S,2022,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-22T12:29:53Z,12.00000000000001
4451,2023-05-23,143,6H 12M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-23T12:39:20Z,32.999999999999986
4453,2023-05-16,136,7H 45M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-16T12:46:03Z,119
4454,2022-06-18,169,7H 54M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18T12:29:12Z,145.00000000000003
4456,2022-06-23,174,8H 55M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23T12:30:08Z,204.99999999999997
4473,2023-05-30,150,9H 53M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-30T12:34:12Z,259
4477,2022-06-19,170,6H 32M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-19T12:29:19Z,62.999999999999986
4478,2023-06-13,164,8H 26M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-13T12:29:12Z,177
4492,2022-06-16,167,7H 0M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-16T12:29:05Z,91
4493,2023-05-10,130,6H 55M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-10T12:52:57Z,62.999999999999986
4498,2022-06-30,181,8H 14M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-30T12:32:54Z,161.99999999999994
4509,2022-06-16,167,7H 55M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-16T12:29:05Z,146
4514,2023-05-09,129,6H 6M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-09T12:54:12Z,11.999999999999957
4527,2023-06-11,162,5H 43M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-11T12:29:28Z,14.000000000000004
4540,2023-05-23,143,7H 28M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-23T12:39:20Z,108.99999999999999
4542,2022-06-13,164,8H 2M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-13T12:29:11Z,153
4558,2022-06-25,176,8H 0M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-25T12:30:45Z,150
4591,2023-06-01,152,5H 35M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-01T12:33:03Z,1.999999999999993
4603,2023-05-14,134,7H 36M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-14T12:48:14Z,107.99999999999999
4614,2022-06-29,180,5H 19M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-29T12:32:24Z,-13.000000000000007
4619,2022-06-13,164,8H 30M 0S,2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-13T12:29:11Z,181
4623,2023-05-23,143,6H 48M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-23T12:39:20Z,68.99999999999997
4631,2022-06-16,167,9H 6M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-16T12:29:05Z,216.99999999999997
4651,2022-06-23,174,8H 32M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23T12:30:08Z,182
4669,2023-05-16,136,7H 32M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-16T12:46:03Z,106
4683,2023-05-24,144,6H 41M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-24T12:38:30Z,63.00000000000004
4702,2022-06-16,167,8H 18M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-16T12:29:05Z,169.00000000000003
4705,2022-06-09,160,6H 22M 0S,2022,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-09T12:29:50Z,52.99999999999997
4712,2023-05-26,146,5H 52M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-26T12:36:56Z,16.00000000000005
4725,2022-06-16,167,6H 22M 0S,2022,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-16T12:29:05Z,52.99999999999997
4732,2022-06-29,180,6H 58M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-29T12:32:24Z,86.00000000000001
4732,2023-05-09,129,7H 35M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-09T12:54:12Z,100.99999999999996
4735,2023-05-30,150,7H 10M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-30T12:34:12Z,96.00000000000003
4739,2023-05-09,129,7H 15M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-09T12:54:12Z,80.99999999999997
4742,2023-05-14,134,6H 52M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-14T12:48:14Z,64.00000000000004
4748,2022-06-19,170,5H 56M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-19T12:29:19Z,27.00000000000001
4786,2023-05-24,144,9H 19M 0S,2023,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-24T12:38:30Z,221
4793,2023-05-03,123,9H 6M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-03T13:02:11Z,184
4796,2022-06-23,174,6H 27M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23T12:30:08Z,57.000000000000014
4808,2022-06-18,169,5H 54M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18T12:29:12Z,25.000000000000018
4811,2022-06-25,176,6H 1M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-25T12:30:45Z,30.999999999999996
4818,2023-05-25,145,9H 5M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-25T12:37:42Z,208
4821,2023-05-25,145,8H 45M 0S,2023,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-25T12:37:42Z,187.99999999999997
4840,2023-05-31,151,8H 4M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-31T12:33:37Z,151
4844,2023-06-13,164,8H 50M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-13T12:29:12Z,201.00000000000003
4845,2022-06-19,170,5H 38M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-19T12:29:19Z,8.999999999999968
4861,2022-06-30,181,9H 55M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-30T12:32:54Z,263
4874,2022-06-10,161,5H 40M 0S,2022,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-10T12:29:36Z,11.000000000000014
4883,2023-06-11,162,7H 19M 0S,2023,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-11T12:29:28Z,109.99999999999999
4911,2023-09-14,257,8H 32M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-14T13:52:00Z,99.99999999999997
4914,2023-05-05,125,7H 41M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-05T12:59:26Z,102.00000000000001
4928,2022-06-29,180,6H 31M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-29T12:32:24Z,59
4931,2023-06-05,156,9H 23M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-05T12:31:11Z,231.99999999999997
4937,2022-06-22,173,6H 38M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-22T12:29:53Z,68.99999999999997
4951,2023-05-26,146,6H 59M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-26T12:36:56Z,83.00000000000003
4971,2023-05-25,145,7H 0M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-25T12:37:42Z,82.99999999999997
4983,2022-06-13,164,8H 6M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-13T12:29:11Z,156.99999999999997
4991,2023-06-08,159,6H 37M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-08T12:30:09Z,67.00000000000003
5039,2023-05-25,145,9H 27M 0S,2023,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-25T12:37:42Z,229.99999999999994
5043,2022-06-08,159,5H 46M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-08T12:30:05Z,15.999999999999996
5043,2023-06-13,164,6H 10M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-13T12:29:12Z,41.000000000000014
5052,2023-06-06,157,5H 45M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-06T12:30:48Z,15
5055,2023-06-06,157,6H 0M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-06T12:30:48Z,30
5058,2023-05-20,140,6H 52M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-20T12:42:02Z,70.00000000000001
